"","dd","p","mn","s","mn_s","mn_s_t","l_temp","super_heat","s_temp","tt","f_temp","cs","mcwf","mould_level","mcwd_temp","new_var","sczfr","m_f"
"3327",8,0.023,0.74,0.03,24.66666667,21.72572514,1508,43,1551,1551,1551,2.99,2325.15,60.03,5.52,"18028855.38",246.52,NA
"3328",5,0.027,0.735,0.016,45.9375,35.77449321,1508,40,1548,1548,1558,3.06,2325.66,59.67,6.06,"19344019.06",313.02,NA
"3329",5,0.021,0.732,0.016,45.75,35.77449321,1508,33,NA,1541,1541,3.31,2327.93,60,5.54,"16364433.61",285.83,NA
"3330",9,0.014,0.75,0.014,53.57142857,39.77262916,1508,51,1559,1559,1546,3.25,2327.83,59.98,5.87,"17658560.25",305.03,NA
"3331",9,0.025,0.77,0.02,38.5,29.96988564,1508,62,1570,1570,1587,2.29,2317.21,59.84,0.35,"1487466.681",271.34,"118.489083"
"3332",12,0.019,0.789,0.022,35.86363636,27.78715793,1508,54,1562,1562,1562,2.56,2328.37,60.06,5.85,"22346894.88",307.79,"120.2304688"
"3333",12,0.018,0.726,0.023,31.56521739,26.82423957,1508,39,1547,1547,1547,2.41,2327.18,60.01,5.42,"21981711.83",292.77,"121.4813278"
"3334",8,0.023,1.01,0.032,31.5625,20.64126415,1506,57,1563,1563,1571,2.46,2328.19,60.03,6.08,"24167747.9",223.38,NA
"3335",8,0.019,0.735,0.015,49,37.65403131,1508,189,1697,1697,1697,2.46,2329.27,59.95,5.32,"21156588.98",295.36,"120.0650407"
"3336",14,0.016,0.789,0.018,43.83333333,32.58285073,1508,66,NA,1574,1574,2.3,2328.52,59.61,0.18,"765374.4",277.2,"120.5217391"
"3337",7,0.016,1.015,0.025,40.6,25.10710746,1510,35,1545,1545,1545,2.51,2328.52,59.99,3.96,"15429460.02",303.82,"121.0438247"
"3338",7,0.016,0.72,0.026,27.69230769,24.33786233,1508,51,1559,1559,1551,2.75,2325.77,60,5.96,"21170427.14",316.06,"114.9309091"
"3339",8,0.027,0.78,0.022,35.45454545,27.78715793,1508,39,1547,1547,1539,2.61,2329.9,59.86,5.56,"20845909.89",279.36,NA
"3340",8,0.018,0.77,0.018,42.77777778,32.58285073,1508,63,1571,1571,1580,2.28,2326.64,59.57,0.08,"342873.2632",278.11,"121.9780702"
"3341",7,0.02,0.74,0.022,33.63636364,27.78715793,1508,58,1566,1566,1566,2.77,2327.81,60.01,5.28,"18635925.83",315.23,"113.801444"
"3342",6,0.023,0.725,0.027,26.85185185,23.61991192,1508,50,1558,1558,1558,2.96,2329.18,59.75,5.63,"18606685.91",302.69,"102.2601351"
"3343",8,0.018,0.78,0.013,60,42.18126779,1508,65,NA,1573,1573,2.26,2323.1,59.73,0.02,"86345.30973",271.77,"120.2522124"
"3344",5,0.017,1.02,0.029,35.17241379,22.31802259,1510,38,NA,1548,1548,2.65,2325.13,60.02,7.33,NA,264.03,NA
"3345",11,0.035,0.79,0.023,34.34782609,26.82423957,1508,37,1545,1545,1545,3.08,2325.74,59.98,5.31,"16840471.91",292.06,NA
"3346",6,0.025,0.803,0.03,26.76666667,21.72572514,1508,184,1692,1692,1540,3.01,2327.77,60.14,5.38,"17474515.26",180.21,NA
"3347",9,0.023,0.74,0.032,23.125,20.64126415,1508,53,1561,1561,1561,2.3,2326.94,59.49,0.12,"509903.3739",274.27,"119.2478261"
"3348",8,0.026,0.74,0.032,23.125,20.64126415,1508,39,1547,1547,1553,2.23,2324.71,59.92,5.25,"22986482.29",271.46,NA
"3349",9,0.019,0.762,0.021,36.28571429,28.83191546,1508,41,1549,1549,1554,2.57,2324.57,60.04,0.02,"75978.16342",309.28,"120.3424125"
"3350",8,0.02,0.75,0.021,35.71428571,28.83191546,1508,52,NA,1560,1560,2.5,2322.63,60.05,4.97,"19393031.45",301.94,"120.776"
"3351",8,0.016,0.76,0.03,25.33333333,21.72572514,1508,43,NA,1551,1551,2.38,2328.21,60.14,5.1,"20953890",273.25,"114.8109244"
"3352",12,0.017,0.73,0.019,38.42105263,31.21470086,1508,45,1553,1553,1535,2.38,2328.21,60,5.09,"20912803.94",272.88,"114.6554622"
"3353",10,0.017,0.735,0.019,38.68421053,31.21470086,1508,58,NA,1566,1566,2.26,2326.91,59.62,1.08,"4670293.699",270.6,"119.7345133"
"3354",6,0.031,0.736,0.019,38.73684211,31.21470086,1508,43,1551,1551,1550,2.91,2329.15,59.9,5.32,"17884030.1",318.08,NA
"3355",10,0.032,0.74,0.023,32.17391304,26.82423957,1508,51,1559,1559,1559,2.55,2324,60.02,5.04,"19291934.12",319.08,"125.1294118"
"3356",13,0.02,0.728,0.02,36.4,29.96988564,1508,28,1536,1536,1533,2.64,2327.69,59.89,5.34,"19774784.59",309.71,"117.3143939"
"3357",8,0.016,0.764,0.024,31.83333333,25.93359266,1508,40,1548,1548,1541,3.22,2328.34,59.91,5.79,"17584028.61",268.75,NA
"3358",7,0.02,0.732,0.021,34.85714286,28.83191546,1508,42,1550,1550,1566,2.73,2322.26,59.81,0.02,"71454.15385",282.79,"103.5860806"
"3359",10,0.017,0.71,0.023,30.86956522,26.82423957,1508,36,1544,1544,1544,2.83,2322.17,59.97,4.81,"16576847.47",271.97,"96.1024735"
"3360",2,0.03,0.99,0.03,33,21.72572514,1510,44,1554,1554,1554,2.8,2318.1,60.07,4.88,"16968492",308.99,NA
"3361",8,0.027,0.76,0.031,24.51612903,21.1678094,1508,35,1543,1543,1542,2.66,2319.22,59.86,4.84,"17723723.37",262.89,NA
"3362",7,0.025,0.705,0.027,26.11111111,23.61991192,1508,41,1549,1549,1530,2.82,2324.21,59.88,4.78,"16546397.15",315.62,"111.9219858"
"3363",9,0.016,0.747,0.018,41.5,32.58285073,1508,39,1547,1547,1547,2.63,2323.94,59.91,5.12,"19001523.1",281.38,"106.9885932"
"3364",10,0.018,0.765,0.016,47.8125,35.77449321,1508,36,1544,1544,1544,2.19,2325.16,59.59,0.08,"356736.8767",263.86,"120.4840183"
"3365",13,0.022,0.72,0.021,34.28571429,28.83191546,1508,52,1560,1560,1560,2.81,2325.07,59.92,6.02,"20920665.44",286.65,NA
"3366",9,0.025,0.731,0.022,33.22727273,27.78715793,1508,40,1548,1548,1553,2.89,2318.57,59.88,5.67,"19105337.71",284.68,NA
"3367",3,0.015,0.73,0.022,33.18181818,27.78715793,1508,38,1546,1546,1542,3.17,2323,59.99,5.33,"16404630.28",313.7,NA
"3368",7,0.018,0.71,0.019,37.36842105,31.21470086,1508,195,1703,1703,1540,3.2,2324.68,59.98,5.56,"16964352.3",314.93,NA
"3369",10,0.018,1.06,0.019,55.78947368,31.21470086,1506,39,1545,1545,1547,3.17,2324.81,60.21,6.32,"19466800.2",184.86,NA
"3370",15,0.027,1.01,0.023,43.91304348,26.82423957,1506,191,1697,1697,1697,2.63,2326.16,60.36,5.23,"19428300.59",257.17,"97.78326996"
"3371",7,0.021,0.76,0.032,23.75,20.64126415,1508,62,NA,1570,1570,2.27,2322,59.34,0.68,"2921423.789",266.01,"117.185022"
"3372",10,0.016,1.045,0.014,74.64285714,39.77262916,1506,52,1558,1558,1553,2.68,2326.97,59.9,6.16,"22463943.22",318.55,NA
"3373",6,0.023,1.05,0.017,61.76470588,34.09448306,1506,57,1563,1563,1563,2.77,2324.26,59.88,6.38,"22484068.94",314.01,NA
"3374",12,0.023,1.04,0.01,104,51.94243253,1506,47,NA,1553,1553,2.59,2324.44,59.86,5.55,"20919960",317.88,NA
"3375",6,0.02,1.079,0.02,53.95,29.96988564,1506,45,NA,1551,1551,3.22,2324.06,59.92,6.44,"19522104",312.88,NA
"3376",5,0.024,1.24,0.028,44.28571429,22.94811947,1506,51,1557,1557,1557,3.02,2326.58,59.89,5.77,"18669648.91",293.07,NA
"3377",11,0.024,1.1,0.028,39.28571429,22.94811947,1506,48,1554,1554,1545,3.17,2323.82,59.81,6.12,"18842734.79",317.8,NA
"3378",5,0.022,1.015,0.025,40.6,25.10710746,1506,51,1557,1557,1549,3.09,2322.78,60.16,6.37,"20111215.57",310.71,NA
"3379",12,0.017,1.038,0.02,51.9,29.96988564,1506,74,1580,1580,1581,2.26,2320.42,59.8,0.19,"819334.1416",270.49,"119.6858407"
"3380",4,0.027,1.04,0.02,52,29.96988564,1506,53,1559,1559,1559,2.85,2320.14,60.29,5.52,"18873728.34",340.04,NA
"3381",12,0.018,1.01,0.013,77.69230769,42.18126779,1506,51,1557,1557,1540,2.98,2323.63,59.95,5.46,"17881034.62",315.01,NA
"3382",5,0.034,1.04,0.021,49.52380952,28.83191546,1506,39,1545,1545,1550,3.02,2319.04,60.06,5.66,"18254377.11",300.44,NA
"3383",15,0.018,1.04,0.015,69.33333333,37.65403131,1506,50,1556,1556,1551,2.43,2320.93,60,5.34,"21421324.3",279.46,NA
"3384",7,0.04,1.018,0.022,46.27272727,27.78715793,1506,43,1549,1549,1549,2.38,2320.67,60.04,5.35,"21909855",317.68,"133.4789916"
"3385",5,0.022,1.12,0.018,62.22222222,32.58285073,1506,22,NA,1528,1528,2.48,2319.56,60.01,0.82,"3221195.419",265.57,"107.0846774"
"3386",6,0.026,0.762,0.02,38.1,29.96988564,1508,40,1548,1548,1548,2.96,2337.68,59.98,4.66,"15457119.24",243.93,NA
"3387",6,0.017,0.78,0.018,43.33333333,32.58285073,1508,41,1549,1549,1563,2.38,2334.67,59.9,5.37,"22124431.59",248.11,NA
"3388",8,0.024,0.74,0.023,32.17391304,26.82423957,1508,45,1553,1553,1553,3.17,2338,60.08,5.46,"16913254.26",299.94,NA
"3389",9,0.02,0.75,0.019,39.47368421,31.21470086,1508,65,1573,1573,1580,2.25,2338.82,59.47,0.12,"523895.68",268.1,"119.1555556"
"3390",17,0.027,0.71,0.032,22.1875,20.64126415,1508,50,1558,1558,1546,2.85,2340.62,59.88,5.08,"17522620.46",263.12,NA
"3391",11,0.029,0.722,0.031,23.29032258,21.1678094,1508,37,1545,1545,1533,2.8,2340.19,59.91,5.18,"18183276.3",284.64,NA
"3392",15,0.021,0.728,0.025,29.12,25.10710746,1508,48,1556,1556,1544,2.45,2340.07,59.95,5.1,"20458897.71",229.26,NA
"3393",9,0.019,0.71,0.022,32.27272727,27.78715793,1508,44,1552,1552,1549,2.84,2338.07,59.89,5.1,"17634316.69",293.54,NA
"3394",12,0.015,0.73,0.018,40.55555556,32.58285073,1508,42,1550,1550,1550,2.53,2339.06,59.96,4.76,"18483196.65",301.23,"119.0632411"
"3395",15,0.019,0.738,0.025,29.52,25.10710746,1508,62,1570,1570,1581,2.24,2336.08,59.45,0.28,"1226442",270.29,"120.6651786"
"3396",7,0.016,0.722,0.021,34.38095238,28.83191546,1508,51,1559,1559,1555,2.91,2336.97,59.92,5.27,"17775427.48",240.67,NA
"3397",10,0.021,0.723,0.022,32.86363636,27.78715793,1508,33,1541,1541,1539,2.6,2335.43,60.22,5.23,"19730790.53",244.21,NA
"3398",11,0.025,0.72,0.021,34.28571429,28.83191546,1508,56,1564,1564,1564,2.29,2337.83,60.11,5.18,"22210405.89",225.23,NA
"3399",14,0.019,0.758,0.023,32.95652174,26.82423957,1508,72,1580,1580,1580,2.86,2337.96,60.27,5.39,"18505852.62",304.15,"106.3461538"
"3400",6,0.018,0.995,0.02,49.75,29.96988564,1510,47,1557,1557,1552,2.78,2338.4,59.88,5.05,"17840814.39",452.83,NA
"3401",15,0.031,1.026,0.016,64.125,35.77449321,1506,74,NA,1580,1580,2.29,2332.58,59.49,0.02,"85561.88646",277.66,"121.2489083"
"3402",15,0.021,1.01,0.017,59.41176471,34.09448306,1506,37,1543,1543,1543,2.76,2333.1,60.1,5.09,"18071381.09",282.24,"102.2608696"
"3403",15,0.023,0.875,0.038,23.02631579,18.01034279,1508,36,NA,1544,1544,2.29,2282.48,60.04,4.74,"19842625.26",278.31,"121.5327511"
"3404",13,0.016,0.745,0.023,32.39130435,26.82423957,1508,70,1578,1578,1583,2.18,2279.14,59.62,0.07,"307370.2569",264.09,"121.1422018"
"3405",8,0.025,0.81,0.028,28.92857143,22.94811947,1508,48,1556,1556,1556,2.73,2274.47,59.82,6.48,"22674716.31",279.29,"102.3040293"
"3406",14,0.021,0.75,0.02,37.5,29.96988564,1508,57,1565,1565,1565,2.66,2268.57,59.91,0.01,"35819.52632",272.04,"102.2706767"
"3407",9,0.03,0.71,0.023,30.86956522,26.82423957,1508,41,1549,1549,1552,2.35,2272.26,60.04,0.01,"40610.60426",284.41,"121.0255319"
"3408",11,0.021,0.757,0.028,27.03571429,22.94811947,1508,43,1551,1551,1545,2.92,2273.7,60.06,9.25,NA,301.39,"103.2157534"
"3409",15,0.025,0.74,0.032,23.125,20.64126415,1508,35,1543,1543,1536,2.43,2271.01,59.96,8.94,NA,309.09,"127.1975309"
"3410",11,0.027,0.735,0.023,31.95652174,26.82423957,1508,39,1547,1547,1547,2.93,2273.04,60,6.13,"19973272.3",293.72,"100.2457338"
"3411",3,0.035,0.73,0.023,31.73913043,26.82423957,1508,73,1581,1581,1585,2.28,2273.03,59.55,0.09,"376844.4474",272.34,"119.4473684"
"3412",6,0.022,0.76,0.015,50.66666667,37.65403131,1508,43,1551,1551,1541,2.9,2271.16,59.78,6.06,"19932953.21",294.62,"101.5931034"
"3413",6,0.03,0.756,0.022,34.36363636,27.78715793,1508,49,1557,1557,1565,2.69,2270.1,59.98,5.97,"21160032.49",295.51,"109.8550186"
"3414",14,0.022,0.745,0.022,33.86363636,27.78715793,1508,54,1562,1562,1562,2.81,2271.54,59.91,5.32,"18062380.7",292.98,"104.2633452"
"3415",4,0.018,0.657,0.021,31.28571429,28.83191546,1508,50,1558,1558,1558,2.85,2273.84,60.06,5.26,"17625850.27",286.43,"100.5017544"
"3416",6,0.021,0.77,0.013,59.23076923,42.18126779,1508,64,1572,1572,1584,2.21,2268.45,59.76,0.01,"43110.81448",267.97,"121.2533937"
"3417",8,0.014,0.765,0.018,42.5,32.58285073,1508,53,1561,1561,1561,2.79,2270.95,59.85,6.18,"21127160.65",278.83,"99.9390681"
"3418",14,0.031,0.735,0.029,25.34482759,22.31802259,1508,40,NA,1548,1548,2.95,2269.1,59.9,6.33,"20449590.71",282.96,"95.91864407"
"3419",14,0.032,0.739,0.025,29.56,25.10710746,1508,69,1577,1577,1577,2.24,2287.7,59.53,0.04,"171577.5",270.97,"120.96875"
"3420",10,0.025,0.743,0.022,33.77272727,27.78715793,1508,47,1555,1555,1555,2.53,2291.39,60.03,5.69,"21644125.78",242.44,NA
"3421",2,0.022,0.75,0.027,27.77777778,23.61991192,1508,55,1563,1563,1554,2.89,2290.92,60.02,5.39,"17945275.76",297.91,NA
"3422",13,0.031,0.71,0.016,44.375,35.77449321,1508,46,1554,1554,1546,3.15,2291.78,60.23,5.95,"18181454.67",315.88,"100.2793651"
"3423",8,0.018,0.725,0.02,36.25,29.96988564,1508,43,1551,1551,1554,2.56,2289.61,59.91,5.85,"21974889.73",307.59,"120.1523438"
"3424",8,0.022,0.744,0.015,49.6,37.65403131,1508,33,1541,1541,1538,2.68,2288.43,60.14,5.67,"20334579.11",293.5,"109.5149254"
"3425",5,0.016,0.787,0.025,31.48,25.10710746,1508,36,1544,1544,1544,3.09,2289.05,60.1,5.79,"18014601.26",257.71,"83.4012945"
"3426",8,0.023,0.744,0.016,46.5,35.77449321,1508,58,1566,1566,1589,2.32,2291.59,59.51,0.05,"207428.4052",265.49,"114.4353448"
"3427",13,0.023,0.784,0.022,35.63636364,27.78715793,1508,41,1549,1549,1541,2.1,2295.67,59.89,5.78,"26537945.2",261.32,"124.4380952"
"3428",6,0.016,0.765,0.032,23.90625,20.64126415,1508,39,1547,1547,1526,2.18,2294.14,60.05,6.15,"27182401.93",250.65,"114.9770642"
"3429",13,0.02,0.714,0.02,35.7,29.96988564,1508,44,1552,1552,1546,2.12,2293,60.02,6.08,"27619833.96",249.99,"117.9198113"
"3430",11,0.02,0.739,0.022,33.59090909,27.78715793,1508,27,1535,1535,1548,3.13,2293.31,60.11,5.47,"16832748.86",234.31,"74.85942492"
"3431",5,0.021,0.755,0.023,32.82608696,26.82423957,1508,74,1582,1582,1584,2.23,2288.86,59.56,0.02,"86217.14798",237.09,"106.3183857"
"3432",15,0.018,0.793,0.027,29.37037037,23.61991192,1508,41,1549,1549,1549,2.54,2291.65,59.85,5.18,"19628794.25",207.34,"81.62992126"
"3433",15,0.023,0.74,0.023,32.17391304,26.82423957,1508,51,1559,1559,1545,2.61,2290.48,60.43,5.85,"21562104.83",200.96,"76.99616858"
"3434",8,0.018,0.74,0.022,33.63636364,27.78715793,1508,32,1540,1540,1540,2.83,2290.53,60,5.78,"19648376.78",198.75,"70.22968198"
"3435",15,0.026,0.72,0.025,28.8,25.10710746,1508,38,NA,1546,1546,3.09,2293.14,60.2,6.1,"19013024.85",196.53,"63.60194175"
"3436",23,0.018,0.749,0.02,37.45,29.96988564,1508,48,1556,1556,1556,3.11,2288.43,60.03,6.03,"18635619.99",192.27,"61.82315113"
"3437",9,0.023,0.801,0.026,30.80769231,24.33786233,1508,70,1578,1578,1578,2.96,2292.54,59.98,6.39,"20786212.34",192.57,"65.05743243"
"3438",6,0.018,0.72,0.021,34.28571429,28.83191546,1508,61,1569,1569,1584,2.29,2217.06,59.67,0.12,"487946.8297",269.51,"117.6899563"
"3439",6,0.018,0.748,0.028,26.71428571,22.94811947,1508,30,1538,1538,1550,2.95,2216,60.06,5.46,"17226207.46",275.6,NA
"3440",9,0.017,0.737,0.019,38.78947368,31.21470086,1508,36,1544,1544,1544,2.59,2217.31,59.89,5.73,"20603004.81",257.65,NA
"3441",4,0.031,0.712,0.028,25.42857143,22.94811947,1508,39,1547,1547,1547,2.84,2218.34,59.94,5.55,"18207572.32",268.81,NA
"3442",9,0.026,0.786,0.025,31.44,25.10710746,1508,47,1555,1555,1559,3.15,2218.8,59.71,5.53,"16359952",313.51,NA
"3443",12,0.024,0.8,0.025,32,25.10710746,1508,44,1552,1552,1552,3.13,2219.39,59.88,5.47,"16290180.79",317.59,"101.4664537"
"3444",6,0.022,0.715,0.024,29.79166667,25.93359266,1508,37,1545,1545,1545,3.04,2216.55,60.01,5.96,"18251539.34",315.53,"103.7927632"
"3445",8,0.023,0.739,0.014,52.78571429,39.77262916,1508,87,1595,1595,1595,2.28,2221.69,59.63,0.26,"1064072.579",272.79,"119.6447368"
"3446",5,0.016,0.744,0.026,28.61538462,24.33786233,1508,50,1558,1558,1547,2.99,2216.49,60.03,5.28,"16439091.05",311.04,"104.0267559"
"3447",8,0.025,0.93,0.026,35.76923077,24.33786233,1508,41,1549,1549,1543,3.09,2220.33,60.04,5.46,"16477866.52",302.57,"97.91909385"
"3448",9,0.023,0.77,0.023,33.47826087,26.82423957,1508,56,1564,1564,1564,2.91,2218.26,59.92,5.7,"18249190.52",302.54,"103.9656357"
"3449",14,0.021,0.724,0.021,34.47619048,28.83191546,1508,58,1566,1566,1580,2.21,2238.05,59.55,0.03,"127599.2308",288.82,"130.6877828"
"3450",9,0.021,0.731,0.022,33.22727273,27.78715793,1508,57,1565,1565,1565,2.92,2233.54,60.14,4.74,"15227847.37",295.01,"101.0308219"
"3451",12,0.026,0.787,0.022,35.77272727,27.78715793,1508,25,NA,1533,1533,2.69,2227.13,60.05,5.41,"18812211.1",294.62,"109.5241636"
"3452",8,0.015,0.8,0.033,24.24242424,20.1434254,1508,42,1550,1550,1562,2.86,2232.93,60.2,4.85,"15903770.66",287.74,"100.6083916"
"3453",4,0.02,0.78,0.012,65,44.94691449,1508,53,1561,1561,1561,2.72,2235.19,60.15,5.32,"18361428.44",295,"108.4558824"
"3454",12,0.027,0.724,0.02,36.2,29.96988564,1508,78,1586,1586,1586,2.26,2234.46,59.48,0.04,"166101.4513",280.39,"124.0663717"
"3455",4,0.019,0.756,0.019,39.78947368,31.21470086,1508,36,NA,1544,1544,2.67,2234.01,60.19,4.66,"16376046.34",296.02,"110.8689139"
"3456",7,0.032,0.733,0.028,26.17857143,22.94811947,1508,51,1559,1559,1559,2.91,2234.16,59.85,5.26,"16961189.94",292.26,"100.4329897"
"3457",9,0.023,0.735,0.032,22.96875,20.64126415,1508,30,1538,1538,1545,2.9,2234.82,60.02,5.11,"16539209.26",293.05,"101.0517241"
"3458",8,0.022,0.78,0.024,32.5,25.93359266,1508,68,1576,1576,1571,2.27,2236.18,59.49,0.01,"41374.25551",272.52,"120.0528634"
"3459",12,0.019,0.76,0.02,38,29.96988564,1508,37,1545,1545,1542,2.84,2235.46,59.98,4.31,"14248696.1",282.85,"99.59507042"
"3460",5,0.014,0.75,0.022,34.09090909,27.78715793,1508,48,1556,1556,1535,2.86,2235.48,60.17,3.96,"13000176",265.97,"92.9965035"
"3461",12,0.019,0.745,0.027,27.59259259,23.61991192,1508,195,1703,1703,1539,2.9,2237.28,60.02,4.96,"16071385.16",226.27,"78.02413793"
"3462",3,0.023,0.72,0.035,20.57142857,19.22466134,1508,46,1554,1554,1694,2.6,2228.7,60.09,4.77,"17172990.69",223.18,"85.83846154"
"3463",7,0.025,0.742,0.024,30.91666667,25.93359266,1508,50,1558,1558,1554,2.9,2236.16,59.87,4.52,"14638366.01",223.06,"76.91724138"
"3464",14,0.023,0.722,0.024,30.08333333,25.93359266,1508,89,NA,1597,1597,2.32,2238.69,59.83,0.17,"688976.1466",224.47,"96.75431034"
"3465",7,0.018,0.744,0.024,31,25.93359266,1508,48,1556,1556,1556,2.78,2237.64,60,4.5,"15212732.37",212.02,"76.26618705"
"3466",7,0.018,0.75,0.02,37.5,29.96988564,1508,65,1573,1573,1573,2.27,2248.93,59.73,0.13,"540932.0617",214.78,"94.61674009"
"3467",6,0.02,0.75,0.032,23.4375,20.64126415,1508,39,1547,1547,1547,3.24,2252.39,59.94,4.32,"12613384",204.65,"63.16358025"
"3468",8,0.02,0.745,0.022,33.86363636,27.78715793,1508,25,NA,1533,1533,3.09,2250.57,60.08,5.21,NA,209.24,"67.71521036"
"3469",8,0.016,0.75,0.022,34.09090909,27.78715793,1508,73,1581,1581,1582,2.25,2243.35,59.61,0.11,"460634.5333",269.57,"119.8088889"
"3470",6,0.025,0.728,0.024,30.33333333,25.93359266,1508,30,1538,1538,1534,3.11,2250.83,60.2,5.21,"15836868.83",300.45,NA
"3471",7,0.025,0.764,0.023,33.2173913,26.82423957,1508,33,1541,1541,1538,2.89,2246.74,59.9,5.42,"17697158.95",290.08,"100.3737024"
"3472",8,0.017,0.826,0.025,33.04,25.10710746,1508,51,NA,1559,1559,2.94,2249.79,60.21,5.4,"17355522.86",264.14,"89.84353741"
"3473",6,0.017,0.709,0.024,29.54166667,25.93359266,1508,52,1560,1560,1560,3.13,2249.86,60.03,4.64,"14008074.02",255.19,"81.53035144"
"3474",7,0.024,0.768,0.03,25.6,21.72572514,1508,51,1559,1559,1559,3.09,2250.15,60.08,5.66,"17310862.72",257.44,"83.31391586"
"3475",12,0.018,0.76,0.022,34.54545455,27.78715793,1508,45,1553,1553,1541,2.7,2249.9,60.17,5.53,"19354139.78",256.91,"95.15185185"
"3476",8,0.035,0.78,0.015,52,37.65403131,1508,39,NA,1547,1547,2.75,2249.96,59.97,6.09,"20927082.5",231.19,"84.06909091"
"3477",3,0.015,0.76,0.025,30.4,25.10710746,1508,67,1575,1575,1572,3.09,2243.19,51.81,0.03,"91469.8835",255.46,"82.67313916"
"3478",9,0.02,1.047,0.033,31.72727273,20.1434254,1506,33,1539,1539,1539,2.42,2265.18,59.77,5.05,"19853085.87",294.64,"121.7520661"
"3479",9,0.021,0.9,0.028,32.14285714,22.94811947,1508,25,NA,1533,1533,2.36,2261.65,60.03,4.77,"19199108.52",255.5,"108.2627119"
"3480",3,0.021,0.82,0.031,26.4516129,21.1678094,1508,52,1560,1560,1555,2.86,2265.9,59.98,5.2,"17303236.36",220.36,"77.04895105"
"3481",13,0.035,1.035,0.02,51.75,29.96988564,1506,43,1549,1549,1549,2.8,2266.28,60.2,5.96,"20260543.2",219.58,"78.42142857"
"3482",9,0.023,1.048,0.033,31.75757576,20.1434254,1506,42,1548,1548,1550,3.12,2264.47,60.16,6.08,"18533816",203.47,"65.21474359"
"3483",10,0.026,1.043,0.03,34.76666667,21.72572514,1506,40,1546,1546,1703,2.56,2265.34,60.03,5.65,"20998639.92",203.31,"79.41796875"
"3484",6,0.024,1.066,0.04,26.65,17.29210593,1506,43,NA,1549,1549,2.85,2266.2,59.96,5.64,"18835700.21",195.52,"68.60350877"
"3485",13,0.032,0.75,0.024,31.25,25.93359266,1508,68,1576,1576,1576,2.21,2263.31,59.55,0.01,"43013.13122",187.03,"84.62895928"
"3486",8,0.022,1.03,0.025,41.2,25.10710746,1506,44,1550,1550,1550,3.16,2266.45,59.82,5.91,"17803108.2",181.28,"57.36708861"
"3487",8,0.028,0.83,0.03,27.66666667,21.72572514,1508,33,1541,1541,1543,2.52,2267.59,59.97,8.65,NA,184.6,"73.25396825"
"3488",9,0.02,1.04,0.023,45.2173913,26.82423957,1506,42,NA,1548,1553,2.81,2264.85,59.91,6.39,"21631332.49",181.27,"64.5088968"
"3489",6,0.034,1.033,0.035,29.51428571,19.22466134,1506,32,1538,1538,1543,3.14,2264.84,59.98,5.61,"16994955.44",180.55,"57.5"
"3490",5,0.022,0.77,0.028,27.5,22.94811947,1508,38,1546,1546,1555,3.13,2264.5,60.28,5.74,"17441714.38",182.9,"58.43450479"
"3491",7,0.02,0.748,0.02,37.4,29.96988564,1508,55,1563,1563,1563,2.38,2265.55,59.94,5.7,"22788767.65",180.76,"75.94957983"
"3492",3,0.029,0.739,0.028,26.39285714,22.94811947,1508,43,1551,1551,1551,2.7,2261.75,59.97,5.83,"20511559.44",249.14,"92.27407407"
"3493",8,0.015,0.76,0.018,42.22222222,32.58285073,1508,48,NA,1556,1556,2.95,2259.66,59.96,5.48,"17629943.92",308.42,NA
"3494",3,0.025,1.065,0.024,44.375,25.93359266,1510,38,1548,1548,1548,2.64,2259.92,60.11,4.86,"17473290.55",245.64,"93.04545455"
"3495",10,0.034,0.738,0.018,41,32.58285073,1508,75,1583,1583,1583,2.38,2302.03,59.81,0.04,"162496.2353",268.06,"112.6302521"
"3496",9,0.028,0.72,0.027,26.66666667,23.61991192,1508,38,1546,1546,1546,3.04,2307.73,59.82,5.45,"17376295.95",239.71,"78.85197368"
"3497",7,0.022,0.756,0.022,34.36363636,27.78715793,1508,46,1554,1554,1545,3.06,2261.09,60.16,5.63,"17472462.14",217.77,"71.16666667"
"3498",9,0.02,0.79,0.026,30.38461538,24.33786233,1508,37,NA,1545,1545,3.21,2264.17,59.74,5.27,"15612192.77",213.66,"66.56074766"
"3499",4,0.024,0.728,0.027,26.96296296,23.61991192,1508,42,1550,1550,1542,2.57,2259.63,59.7,6.47,"23892290.12",205.36,"79.90661479"
"3500",6,0.023,0.75,0.022,34.09090909,27.78715793,1508,60,1568,1568,1568,2.23,2259.3,59.39,0.29,"1234003.318",261.99,"117.4843049"
"3501",2,0.021,0.75,0.028,26.78571429,22.94811947,1508,52,1560,1560,1557,3.15,2260.18,60,5.6,"16876010.67",319.01,NA
"3502",12,0.023,1.06,0.02,53,29.96988564,1506,35,1541,1541,1541,2.77,2262.24,60.12,5.34,"18316793.76",317.44,NA
"3503",8,0.032,1.029,0.03,34.3,21.72572514,1506,37,1543,1543,1543,3.05,2260.26,60.21,5.54,"17243190.06",317.83,"104.2065574"
"3504",3,0.021,1.062,0.032,33.1875,20.64126415,1506,36,NA,1542,1542,3.22,2259.71,59.96,5.82,"17154146.35",315.87,"98.09627329"
"3505",4,0.017,1.052,0.02,52.6,29.96988564,1506,35,NA,1541,1541,3.1,2263.52,59.88,5.99,"18369560.05",316.41,"102.0677419"
