GROUP,DD,GRADE,SEQNO,P,Mn,S,Mn/S,Mn/S(critical- theoretical),START_TEMP,FINISH_TEMP,CS,Mould cooling water Flowrate,Mould Level,MCW Delta Temp,Sec  Cooling Zone flow rate
2,7,980,S30,0.035,0.758,0.028,27.07142857,22.94811947,1550,1546,2.71,2196.59,58.75,0.00,0.00
2,10,976,M,0.031,0.992,0.020,49.60000000,29.96988564,0,0,2.38,2193.01,58.58,0.00,278.33
2,11,980,M,0.020,0.734,0.018,40.77777778,32.58285073,1593,1593,2.23,2192.03,58.72,0.00,257.17
2,11,980,S05,0.021,0.731,0.028,26.10714286,22.94811947,1550,1533,2.63,2195.49,59.08,0.00,0.00
2,11,980,S10,0.040,0.732,0.023,31.82608696,26.82423957,0,1545,2.35,2196.93,58.96,0.00,282.50
2,12,980,S15,0.022,0.732,0.031,23.61290323,21.16780940,1563,1563,3.00,2195.15,58.99,0.00,0.00
2,10,980,S25,0.021,0.780,0.033,23.63636364,20.14342540,1548,1538,3.11,2192.41,58.95,0.00,0.00
2,3,909,S30,0.019,1.055,0.033,31.96969697,20.14342540,1561,1560,3.08,2189.07,59.03,0.00,0.00
2,2,980,M,0.027,0.757,0.028,27.03571429,22.94811947,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
2,8,909,S05,0.030,1.036,0.030,34.53333333,21.72572514,0,0,2.56,2195.39,58.80,0.00,0.00
2,5,980,S10,0.022,0.753,0.024,31.37500000,25.93359266,1567,1567,2.80,2196.22,58.77,0.00,0.00
2,5,909,S25,0.018,1.049,0.020,52.45000000,29.96988564,1565,1565,2.69,2195.56,59.14,0.00,0.00
2,11,909,S30,0.023,1.040,0.022,47.27272727,27.78715793,0,0,3.14,2191.03,59.13,0.00,0.00
2,10,909,M,0.030,1.046,0.023,45.47826087,26.82423957,0,1583,2.26,2193.10,58.58,0.00,278.01
2,2,909,S05,0.022,1.046,0.024,43.58333333,25.93359266,1547,1547,2.97,2193.28,59.01,0.00,0.00
2,7,909,S10,0.015,1.068,0.019,56.21052632,31.21470086,1548,1556,2.56,2192.12,58.94,0.00,0.00
2,8,909,S15,0.027,1.028,0.026,39.53846154,24.33786233,1560,1552,2.52,2192.36,59.03,0.00,0.00
2,14,909,S20,0.031,1.024,0.027,37.92592593,23.61991192,0,0,2.37,2195.38,59.23,0.00,316.10
2,14,909,S25,0.030,1.044,0.027,38.66666667,23.61991192,0,1544,2.30,2190.72,59.11,0.00,300.25
2,9,909,S30,0.020,1.057,0.026,40.65384615,24.33786233,1549,1544,2.36,2192.95,58.96,0.00,314.39
2,6,980,M,0.018,0.773,0.024,32.20833333,25.93359266,1642,1568,2.30,2242.53,58.61,0.00,302.73
2,6,909,S10,0.025,1.040,0.026,40.00000000,24.33786233,0,0,3.09,2254.99,58.93,0.00,0.00
2,6,909,S15,0.025,1.067,0.027,39.51851852,23.61991192,0,1551,3.13,2255.41,58.97,0.00,0.00
2,4,909,S20,0.024,1.026,0.029,35.37931034,22.31802259,1545,1550,3.11,2256.83,59.01,0.00,0.00
2,7,909,S05,0.019,1.041,0.025,41.64000000,25.10710746,1542,1540,2.85,2254.94,58.97,0.00,0.00
2,9,909,S10,0.021,1.022,0.021,48.66666667,28.83191546,1544,1538,2.48,2257.78,58.92,0.00,0.00
2,5,909,S15,0.021,1.135,0.022,51.59090909,27.78715793,1548,1548,2.38,2256.60,59.02,0.00,308.42
2,5,909,S33,0.031,1.040,0.030,34.66666667,21.72572514,1552,1552,2.83,2254.27,59.17,0.00,0.00
2,8,909,M,0.024,1.074,0.020,53.70000000,29.96988564,1580,1580,2.19,2254.56,58.36,0.00,253.57
2,5,909,S05,0.026,1.045,0.022,47.50000000,27.78715793,1540,1540,3.10,2254.66,59.18,0.00,0.00
2,5,909,S10,0.023,1.039,0.028,37.10714286,22.94811947,1548,1545,2.92,2253.11,58.82,0.00,0.00
2,5,980,S15,0.029,0.951,0.028,33.96428571,22.94811947,0,1534,2.63,2253.82,58.92,0.00,0.00
2,4,909,S20,0.018,1.043,0.025,41.72000000,25.10710746,1566,1566,2.88,2252.36,58.93,0.00,0.00
2,7,909,S25,0.036,1.080,0.031,34.83870968,21.16780940,0,0,2.31,2252.31,58.92,0.00,306.33
2,2,909,S30,0.023,1.066,0.030,35.53333333,21.72572514,1558,1558,2.95,2254.00,58.93,0.00,0.00
2,5,909,M,0.029,1.064,0.032,33.25000000,20.64126415,0,1576,2.26,2250.88,58.50,0.00,278.17
2,3,980,S10,0.028,0.751,0.025,30.04000000,25.10710746,1562,1562,3.11,2256.17,58.65,0.00,0.00
2,4,980,S15,0.030,0.740,0.021,35.23809524,28.83191546,1571,1563,2.95,2257.00,58.92,0.00,0.00
2,3,980,S20,0.022,0.756,0.028,27.00000000,22.94811947,1555,1555,2.77,2255.12,59.01,0.00,0.00
2,5,980,S25,0.024,0.740,0.027,27.40740741,23.61991192,1546,1546,2.78,2258.25,58.78,0.00,0.00
2,7,980,S30,0.021,0.739,0.030,24.63333333,21.72572514,0,0,2.85,2259.34,58.91,0.00,0.00
2,8,980,M,0.019,0.753,0.023,32.73913043,26.82423957,0,1569,2.21,2256.55,58.63,0.00,266.76
2,3,980,S05,0.026,0.743,0.030,24.76666667,21.72572514,1554,1552,2.76,2257.65,59.19,0.00,0.00
2,3,980,S10,0.015,0.715,0.021,34.04761905,28.83191546,1554,1554,2.42,2259.05,59.05,0.00,315.28
2,6,980,S15,0.024,0.785,0.024,32.70833333,25.93359266,1545,1545,2.34,2257.01,58.80,0.00,316.40
2,4,980,S20,0.027,0.754,0.021,35.90476190,28.83191546,1550,1555,2.90,2257.62,59.20,0.00,0.00
2,8,980,S25,0.020,0.757,0.023,32.91304348,26.82423957,0,0,3.06,2260.09,59.36,0.00,0.00
2,8,980,S30,0.016,0.800,0.018,44.44444444,32.58285073,0,1546,2.94,2253.02,58.84,0.00,291.96
2,9,976,M,0.023,1.046,0.015,69.73333333,37.65403131,1581,1581,2.41,2254.20,58.81,0.00,0.00
2,0,980,S05,0.023,0.744,0.023,32.34782609,26.82423957,1562,1548,2.47,2253.70,59.02,0.00,310.29
2,2,980,S15,0.021,0.750,0.020,37.50000000,29.96988564,1550,1542,3.01,2257.57,58.92,0.00,0.00
2,13,980,M,0.014,0.748,0.014,53.42857143,39.77262916,0,1565,2.20,2277.34,58.49,0.00,259.29
2,11,980,S10,0.026,0.734,0.026,28.23076923,24.33786233,1554,1643,2.60,2280.20,58.78,0.00,0.00
2,6,980,S15,0.025,0.742,0.032,23.18750000,20.64126415,1566,1557,2.40,2280.15,59.09,0.00,311.77
2,15,980,S30,0.035,0.768,0.032,24.00000000,20.64126415,1533,1527,2.74,2282.27,59.34,0.00,251.17
2,15,980,M,0.022,0.747,0.020,37.35000000,29.96988564,1575,1575,2.23,2286.38,58.18,0.00,258.33
2,7,980,S15,0.025,0.742,0.028,26.50000000,22.94811947,1558,1553,2.35,2294.13,58.85,0.00,287.71
2,11,980,S20,0.021,0.744,0.026,28.61538462,24.33786233,0,0,2.46,2291.77,58.76,0.00,0.00
2,14,980,S25,0.022,0.790,0.028,28.21428571,22.94811947,1554,1553,2.42,2290.92,59.16,0.00,313.93
2,11,980,S30,0.024,0.756,0.026,29.07692308,24.33786233,0,1549,2.46,2289.26,59.17,0.00,306.37
2,3,980,S10,0.024,0.752,0.031,24.25806452,21.16780940,1548,1548,2.71,2291.85,59.27,0.00,0.00
2,13,980,S20,0.019,0.793,0.027,29.37037037,23.61991192,1700,1556,3.06,2289.51,58.91,0.00,315.14
2,14,980,S30,0.023,0.764,0.027,28.29629630,23.61991192,1553,1536,2.36,2291.92,58.87,0.00,311.36
2,14,980,S05,0.017,0.785,0.018,43.61111111,32.58285073,1531,1703,2.82,2294.87,59.00,0.00,0.00
2,16,980,S09,0.038,0.790,0.033,23.93939394,20.14342540,1529,1536,2.76,2290.78,59.23,0.00,0.00
2,9,980,M,0.020,0.757,0.022,34.40909091,27.78715793,1572,1580,2.25,2286.97,58.29,0.00,258.40
2,15,980,S05,0.033,0.746,0.029,25.72413793,22.31802259,0,1597,2.53,2292.22,59.15,0.00,0.00
2,14,980,S10,0.024,0.689,0.026,26.50000000,24.33786233,0,1562,2.70,2291.35,59.00,0.00,279.76
2,9,980,S15,0.029,0.756,0.023,32.86956522,26.82423957,1554,1554,3.15,2286.95,58.91,0.00,0.00
2,14,980,S20,0.023,0.730,0.027,27.03703704,23.61991192,1541,1537,3.43,2289.51,58.88,0.00,315.75
2,17,980,S25,0.020,0.741,0.021,35.28571429,28.83191546,1559,1559,2.61,2290.49,58.94,0.00,0.00
2,17,980,S29,0.023,0.787,0.035,22.48571429,19.22466134,1565,1565,2.48,2288.87,58.95,0.00,307.17
2,14,980,S06,0.018,0.725,0.026,27.88461538,24.33786233,1697,1550,2.79,2291.00,59.25,0.00,250.59
2,10,980,S14,0.022,0.734,0.028,26.21428571,22.94811947,1565,1565,2.29,2291.57,58.89,0.00,304.59
2,5,980,S20,0.025,0.862,0.036,23.94444444,18.79974161,1546,1553,2.23,2295.05,59.11,0.00,269.07
2,7,980,S29,0.034,0.803,0.027,29.74074074,23.61991192,1556,1556,2.57,2293.59,59.21,0.00,0.00
2,9,909,M,0.032,1.046,0.016,65.37500000,35.77449321,0,0,2.25,2288.31,58.59,0.00,276.64
2,12,980,S05,0.032,0.723,0.028,25.82142857,22.94811947,1560,1560,2.69,2294.58,58.85,0.00,0.00
2,7,980,S06,0.027,0.733,0.026,28.19230769,24.33786233,0,0,2.67,2294.81,59.06,0.00,0.00
2,10,909,S15,0.023,1.067,0.023,46.39130435,26.82423957,1565,1565,2.41,2292.59,58.76,0.00,281.50
2,9,909,S05,0.027,1.078,0.029,37.17241379,22.31802259,1558,1532,2.61,2292.03,58.89,0.00,0.00
2,7,909,S10,0.031,1.007,0.023,43.78260870,26.82423957,1543,1533,2.34,2291.49,58.99,0.00,311.99
2,14,909,S15,0.029,1.057,0.024,44.04166667,25.93359266,1563,1552,2.67,2295.00,59.04,0.00,302.23
2,8,909,S20,0.025,1.035,0.015,69.00000000,37.65403131,1559,1559,2.84,2297.41,59.04,0.00,0.00
2,11,909,M,0.029,1.040,0.019,54.73684211,31.21470086,0,1565,2.31,2313.51,58.46,0.00,255.56
2,15,909,S01,0.029,1.043,0.026,40.11538462,24.33786233,0,1541,2.71,2321.91,58.91,0.00,0.00
2,23,909,S05,0.031,1.033,0.026,39.73076923,24.33786233,0,0,2.67,2324.20,58.94,0.00,317.49
2,17,909,S10,0.000,0.000,0.000,#DIV/0!,#DIV/0!,1552,1552,2.33,2322.29,59.03,0.00,311.75
2,7,909,S15,0.027,1.023,0.029,35.27586207,22.31802259,1556,1556,2.24,2319.98,59.17,0.00,278.73
2,9,909,M,0.031,1.070,0.029,36.89655172,22.31802259,1573,1573,2.14,2319.67,58.76,0.00,256.87
2,0,909,M,0.028,1.028,0.029,35.44827586,22.31802259,0,1695,2.47,2320.90,57.75,0.00,284.21
2,0,909,S03,0.034,1.044,0.020,52.20000000,29.96988564,1551,1549,0.00,2325.17,0.00,0.00,0.00
2,0,909,S08,0.018,1.040,0.028,37.14285714,22.94811947,0,0,0.00,2324.08,0.00,0.00,0.00
2,0,909,S13,0.020,1.050,0.031,33.87096774,21.16780940,1555,1555,0.00,2323.71,0.00,0.00,0.00
2,6,909,M,0.035,1.055,0.017,62.05882353,34.09448306,1582,1703,2.13,2325.97,58.45,0.00,266.97
2,9,980,S05,0.030,0.754,0.027,27.92592593,23.61991192,1703,1550,2.80,2331.95,59.16,0.00,315.19
2,12,980,S10,0.024,0.715,0.035,20.42857143,19.22466134,1558,1558,2.62,2327.53,59.04,0.00,315.63
2,16,980,S15,0.026,0.779,0.028,27.82142857,22.94811947,0,1550,3.00,2331.61,58.99,0.00,314.85
2,6,909,S24,0.036,1.100,0.018,61.11111111,32.58285073,1540,1540,3.11,2329.49,59.01,0.00,315.22
2,15,909,S05,0.022,1.009,0.016,63.06250000,35.77449321,0,0,2.82,2339.62,59.35,0.00,314.44
2,4,909,S10,0.027,1.050,0.028,37.50000000,22.94811947,1544,1544,2.34,2342.05,59.01,0.00,311.71
2,15,909,S14,0.032,1.040,0.026,40.00000000,24.33786233,0,0,2.34,2338.73,58.98,0.00,309.70
2,10,909,M,0.025,1.055,0.025,42.20000000,25.10710746,0,1563,2.24,2327.36,58.51,0.00,264.25
2,8,909,M,0.027,1.100,0.012,91.66666667,44.94691449,1589,1589,2.18,2327.29,58.40,0.00,256.85
2,9,909,S05,0.026,1.020,0.030,34.00000000,21.72572514,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
2,20,909,M,0.019,1.025,0.017,60.29411765,34.09448306,0,1565,2.62,2329.61,58.49,0.00,312.72
2,11,909,S05,0.038,1.080,0.023,46.95652174,26.82423957,1555,1555,2.81,2333.52,59.05,0.00,315.33
2,9,909,S10,0.024,1.040,0.019,54.73684211,31.21470086,0,1522,2.55,2332.99,58.90,0.00,316.32
2,6,909,S15,0.028,1.048,0.028,37.42857143,22.94811947,1547,1547,2.62,2335.02,59.10,0.00,315.32
2,7,909,S20,0.036,1.040,0.028,37.14285714,22.94811947,1544,1544,2.39,2334.31,59.04,0.00,300.93
2,6,909,S25,0.027,1.075,0.029,37.06896552,22.31802259,1549,1549,2.92,2336.23,58.85,0.00,314.37
2,11,909,M,0.021,1.044,0.022,47.45454545,27.78715793,1579,1577,2.22,2329.10,58.12,0.00,259.52
2,9,1071,S05,0.022,1.040,0.032,32.50000000,20.64126415,0,1538,2.78,2333.76,59.07,0.00,313.07
2,13,909,S10,0.024,1.034,0.031,33.35483871,21.16780940,1560,1560,2.41,2332.83,59.14,0.00,311.84
2,6,909,S15,0.017,1.124,0.025,44.96000000,25.10710746,0,0,2.84,2334.59,58.86,0.00,313.45
2,3,980,S19,0.028,0.750,0.023,32.60869565,26.82423957,1542,1542,2.93,2330.12,59.16,0.00,313.86
2,10,909,S24,0.021,1.039,0.035,29.68571429,19.22466134,1545,1548,3.03,2331.68,58.96,0.00,312.99
2,6,909,S29,0.017,1.089,0.022,49.50000000,27.78715793,0,0,3.24,2334.58,59.04,0.00,311.36
2,9,909,M,0.023,1.021,0.027,37.81481481,23.61991192,0,0,2.20,2325.30,58.40,0.00,259.00
2,6,909,S05,0.025,1.042,0.029,35.93103448,22.31802259,1554,1554,2.78,2330.37,58.63,0.00,313.03
2,4,909,S10,0.021,1.052,0.033,31.87878788,20.14342540,0,1541,3.19,2332.45,59.07,0.00,313.63
2,13,909,S15,0.031,1.085,0.029,37.41379310,22.31802259,1543,1543,2.92,2331.38,58.76,0.00,313.51
2,4,909,S20,0.027,1.045,0.016,65.31250000,35.77449321,0,0,3.13,2333.28,59.04,0.00,313.21
2,9,909,S30,0.000,0.000,0.000,#DIV/0!,#DIV/0!,1559,1552,3.28,2328.36,58.53,0.00,312.65
2,10,980,S05,0.020,0.714,0.025,28.56000000,25.10710746,0,0,2.82,2309.77,58.80,0.00,0.00
2,2,976,M,0.019,0.995,0.024,41.45833333,25.93359266,1586,1640,2.34,2306.96,58.47,0.00,289.43
2,13,980,S11,0.017,0.746,0.024,31.08333333,25.93359266,1558,1550,2.74,2310.44,59.06,0.00,0.00
2,4,980,S15,0.018,0.722,0.027,26.74074074,23.61991192,1557,1561,2.74,2308.74,58.90,0.00,0.00
2,13,980,S20,0.028,0.743,0.027,27.51851852,23.61991192,1553,1547,2.86,2311.55,59.09,0.00,0.00
2,13,980,S24,0.024,0.735,0.029,25.34482759,22.31802259,1557,1554,2.91,2307.07,59.15,0.00,0.00
2,10,980,M,0.032,0.736,0.019,38.73684211,31.21470086,1581,1585,2.43,2303.19,58.47,0.00,266.16
2,7,980,S05,0.025,0.724,0.023,31.47826087,26.82423957,1545,1535,2.88,2307.59,59.05,0.00,0.00
2,8,980,S10,0.025,0.732,0.026,28.15384615,24.33786233,0,0,2.82,2309.93,59.17,0.00,0.00
2,9,980,S15,0.023,0.753,0.017,44.29411765,34.09448306,0,1558,3.27,2309.98,59.04,0.00,0.00
2,15,980,S20,0.035,0.766,0.023,33.30434783,26.82423957,0,0,2.98,2312.13,59.33,0.00,0.00
2,14,980,S25,0.023,0.779,0.017,45.82352941,34.09448306,0,1570,3.07,2308.21,58.98,0.00,0.00
2,16,980,S30,0.023,0.797,0.027,29.51851852,23.61991192,0,0,3.13,2310.81,59.00,0.00,0.00
2,5,976,M,0.027,1.010,0.020,50.50000000,29.96988564,0,0,2.31,2302.84,58.66,0.00,280.91
2,8,980,M,0.034,0.744,0.018,41.33333333,32.58285073,0,0,2.29,2305.25,58.56,0.00,299.55
2,14,980,S05,0.034,0.742,0.022,33.72727273,27.78715793,1571,1571,2.65,2311.02,59.10,0.00,0.00
2,10,980,S10,0.027,0.776,0.018,43.11111111,32.58285073,0,0,2.51,2313.45,59.01,0.00,0.00
2,12,980,S05,0.030,0.713,0.023,31.00000000,26.82423957,1556,1559,2.65,2313.22,58.83,0.00,0.00
2,9,909,M,0.022,1.045,0.023,45.43478261,26.82423957,1567,1547,2.39,2304.24,58.57,0.00,274.47
2,6,909,M,0.033,1.091,0.023,47.43478261,26.82423957,0,0,2.17,2302.45,58.51,0.00,254.63
2,6,909,S10,0.019,1.041,0.020,52.05000000,29.96988564,0,0,2.93,2309.75,59.38,0.00,0.00
2,3,909,S15,0.029,1.038,0.025,41.52000000,25.10710746,1564,1560,3.19,2307.55,58.86,0.00,0.00
2,8,909,S20,0.024,1.038,0.027,38.44444444,23.61991192,0,1533,2.94,2307.60,58.80,0.00,0.00
2,8,909,M,0.024,1.080,0.021,51.42857143,28.83191546,1578,1584,2.29,2302.58,58.36,0.00,305.52
2,6,909,S05,0.000,0.000,0.000,#DIV/0!,#DIV/0!,1549,1549,2.94,2311.01,59.18,0.00,0.00
2,5,909,S10,0.026,1.090,0.025,43.60000000,25.10710746,1560,1560,2.67,2310.73,59.01,0.00,0.00
2,9,909,S15,0.020,1.051,0.027,38.92592593,23.61991192,0,0,2.63,2313.25,59.22,0.00,0.00
2,7,909,S20,0.033,1.045,0.026,40.19230769,24.33786233,1550,1550,2.85,2307.11,58.91,0.00,0.00
2,7,909,S24,0.021,1.013,0.030,33.76666667,21.72572514,1556,1550,2.93,2308.38,58.88,0.00,0.00
2,9,909,S30,0.023,1.056,0.025,42.24000000,25.10710746,1556,1556,2.99,2310.27,59.44,0.00,0.00
2,6,909,M,0.034,1.087,0.011,98.81818182,48.15942887,1572,1566,2.43,2303.34,58.79,0.00,311.37
2,6,909,S10,0.030,1.055,0.028,37.67857143,22.94811947,1555,1555,2.49,2309.73,59.16,0.00,0.00
2,9,909,S15,0.024,1.032,0.018,57.33333333,32.58285073,0,0,2.61,2309.98,58.97,0.00,0.00
2,9,909,S20,0.026,1.074,0.017,63.17647059,34.09448306,1555,1555,2.47,2308.85,59.06,0.00,0.00
2,9,909,S25,0.027,1.030,0.033,31.21212121,20.14342540,0,1541,2.64,2307.77,58.85,0.00,0.00
2,7,980,S05,0.024,0.763,0.020,38.15000000,29.96988564,1558,1555,2.90,2309.32,59.07,0.00,0.00
2,7,980,S10,0.014,0.701,0.018,38.94444444,32.58285073,0,1534,2.70,2303.27,59.09,0.00,0.00
2,4,980,S20,0.024,0.760,0.025,30.40000000,25.10710746,1559,1559,2.83,2303.98,58.84,0.00,0.00
2,5,980,S25,0.018,0.783,0.027,29.00000000,23.61991192,1531,1529,3.14,2305.87,59.03,0.00,0.00
2,5,980,M,0.024,0.728,0.018,40.44444444,32.58285073,1581,1581,2.42,2299.36,58.74,0.00,285.96
2,4,980,S05,0.019,0.750,0.025,30.00000000,25.10710746,1562,1562,2.73,2307.47,58.89,0.00,0.00
2,4,980,S10,0.019,0.747,0.025,29.88000000,25.10710746,0,0,2.62,2308.13,59.24,0.00,0.00
2,7,980,S15,0.020,0.720,0.026,27.69230769,24.33786233,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
2,10,980,M,0.025,0.787,0.028,28.10714286,22.94811947,1567,1567,2.35,2297.68,58.57,0.00,310.72
2,6,980,S05,0.025,0.779,0.030,25.96666667,21.72572514,0,0,3.14,2309.16,58.89,0.00,0.00
2,7,980,S10,0.022,0.750,0.025,30.00000000,25.10710746,0,0,2.76,2303.67,59.03,0.00,0.00
2,3,980,M,0.018,0.724,0.016,45.25000000,35.77449321,1564,1589,2.26,2294.97,58.80,0.00,271.91
2,0,980,M,0.020,0.763,0.020,38.15000000,29.96988564,1562,1548,2.41,2293.20,55.32,0.00,274.96
2,8,980,S05,0.033,0.730,0.017,42.94117647,34.09448306,1552,1552,2.55,2303.16,59.26,0.00,0.00
2,8,980,S10,0.016,0.800,0.008,100.00000000,62.00271238,0,1553,2.80,2306.48,58.63,0.00,0.00
2,6,980,S19,0.034,0.735,0.030,24.50000000,21.72572514,1567,1555,2.69,2300.71,58.67,0.00,0.00
2,8,980,S30,0.027,0.763,0.028,27.25000000,22.94811947,1565,1560,2.88,2296.80,58.82,0.00,0.00
2,5,980,M,0.039,0.717,0.021,34.14285714,28.83191546,1578,1578,2.17,2297.51,58.31,0.00,251.20
2,8,980,S10,0.027,0.752,0.028,26.85714286,22.94811947,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
2,6,980,S15,0.029,0.770,0.026,29.61538462,24.33786233,0,0,2.74,2299.88,58.97,0.00,0.00
2,7,980,M,0.020,0.742,0.029,25.58620690,22.31802259,1564,1564,2.29,2297.28,58.78,0.00,299.80
2,7,980,S05,0.027,0.749,0.023,32.56521739,26.82423957,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
2,6,980,S10,0.019,0.743,0.021,35.38095238,28.83191546,0,1556,2.77,2302.68,59.28,0.00,0.00
2,12,980,S15,0.031,0.753,0.026,28.96153846,24.33786233,0,0,2.76,2304.30,59.08,0.00,0.00
2,5,980,S20,0.025,0.810,0.024,33.75000000,25.93359266,1555,1538,2.84,2305.48,58.99,0.00,0.00
2,4,980,S25,0.019,0.757,0.027,28.03703704,23.61991192,0,0,2.95,2303.43,59.07,0.00,0.00
2,7,980,S30,0.034,0.878,0.032,27.43750000,20.64126415,1540,1540,2.76,2301.73,59.24,0.00,256.60
2,13,980,M,0.015,0.735,0.021,35.00000000,28.83191546,0,1584,2.23,2308.55,58.61,0.00,264.32
2,2,980,S05,0.033,0.745,0.024,31.04166667,25.93359266,0,0,2.15,2321.29,59.06,0.00,250.63
2,5,980,S10,0.017,0.870,0.030,29.00000000,21.72572514,0,1552,2.63,2320.75,59.26,0.00,253.53
2,3,980,S15,0.024,0.730,0.028,26.07142857,22.94811947,0,1542,2.50,2321.47,58.74,0.00,0.00
2,2,980,S20,0.022,0.744,0.025,29.76000000,25.10710746,0,1552,2.68,2317.75,59.17,0.00,0.00
2,8,980,S25,0.025,0.773,0.028,27.60714286,22.94811947,1545,1543,2.85,2321.21,59.11,0.00,0.00
2,0,980,M,0.027,0.719,0.020,35.95000000,29.96988564,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
2,10,980,S05,0.027,0.719,0.029,24.79310345,22.31802259,1557,1557,2.83,2303.71,58.86,0.00,317.66
2,7,980,S10,0.000,0.000,0.000,#DIV/0!,#DIV/0!,1540,1526,2.91,2301.71,58.90,0.00,318.55
2,9,980,S15,0.029,0.759,0.026,29.19230769,24.33786233,0,1547,3.27,2303.80,59.15,0.00,316.59
2,4,980,S20,0.023,0.731,0.019,38.47368421,31.21470086,1558,1558,3.20,2301.80,59.33,0.00,317.07
2,11,980,S25,0.015,0.730,0.018,40.55555556,32.58285073,0,0,3.25,2302.65,58.92,0.00,319.73
2,10,980,M,0.023,0.749,0.021,35.66666667,28.83191546,1572,1572,2.24,2313.90,60.27,0.00,246.18
2,10,980,S05,#N/A,#N/A,#N/A,#N/A,#N/A,0,1557,2.82,2321.45,61.02,0.00,268.15
2,8,1086,S18,0.014,0.702,0.011,63.81818182,48.15942887,0,0,2.39,2308.05,60.92,0.00,241.65
2,4,1086,S22,#N/A,#N/A,#N/A,#N/A,#N/A,1556,1556,2.56,2311.44,61.04,0.00,242.67
2,6,1086,M,0.025,0.727,0.010,72.70000000,51.94243253,1577,1577,2.19,2304.93,60.63,0.00,249.04
2,5,1086,S05,0.014,0.702,0.009,78.00000000,56.47110389,0,1561,2.24,2312.57,60.90,0.00,244.76
2,2,1086,S09,0.018,0.689,0.010,68.90000000,51.94243253,1559,1559,2.25,2313.08,61.04,0.00,243.81
2,3,1086,S15,0.013,0.715,0.010,71.50000000,51.94243253,0,0,2.39,2311.20,61.06,0.00,231.15
2,0,1086,S20,0.012,0.715,0.009,79.44444444,56.47110389,0,1535,2.43,2310.30,58.25,0.00,231.16
2,0,1086,S25,0.019,0.725,0.016,45.31250000,35.77449321,1555,1553,0.00,2315.57,40.41,0.00,0.00
2,5,1086,M,0.019,0.693,0.012,57.75000000,44.94691449,0,0,2.52,2309.39,60.87,0.00,238.76
2,5,1086,S05,0.023,0.703,0.011,63.90909091,48.15942887,0,0,2.45,2310.62,60.85,0.00,238.99
2,2,1088,S10,0.023,0.523,0.013,40.23076923,42.18126779,1555,1555,2.60,2309.92,60.95,0.00,248.47
2,4,1088,M,0.016,0.513,0.008,64.12500000,62.00271238,1571,1571,2.28,2306.82,60.57,0.00,242.20
2,4,1088,M,0.021,0.520,0.007,74.28571429,68.93209842,1587,1586,2.44,2305.75,61.18,0.00,232.57
2,1,1088,S05,0.020,0.505,0.007,72.14285714,68.93209842,1565,1565,2.31,2307.17,60.93,0.00,236.82
2,2,1088,S10,0.013,0.485,0.007,69.28571429,68.93209842,0,0,2.56,2309.17,60.91,0.00,244.78
2,2,1088,S15,0.014,0.513,0.008,64.12500000,62.00271238,0,1565,2.22,2307.70,61.04,0.00,243.34
2,1,1088,M,0.016,0.552,0.007,78.85714286,68.93209842,1570,1570,2.25,2308.33,60.74,0.00,245.41
2,2,1088,S05,0.015,0.508,0.006,84.66666667,77.89993267,0,0,2.34,2314.58,61.09,0.00,234.72
2,6,1089,S08,0.019,0.340,0.004,85.00000000,107.46026010,1583,1581,2.28,2310.68,61.01,0.00,241.50
2,6,1089,S12,0.015,0.296,0.005,59.20000000,90.02424399,0,0,2.25,2310.00,61.13,0.00,245.62
2,6,1089,S16,0.010,0.331,0.004,82.75000000,107.46026010,1569,1569,2.30,2315.12,61.05,0.00,238.76
2,5,1089,S20,0.014,0.314,0.005,62.80000000,90.02424399,1582,1582,2.25,2309.54,60.82,0.00,242.70
2,8,1087,M,0.019,1.181,0.014,84.35714286,39.77262916,0,1558,2.36,2307.99,60.80,0.00,232.39
2,5,1087,S04,0.020,1.178,0.014,84.14285714,39.77262916,0,1544,2.36,2310.73,61.18,0.00,234.14
2,3,1087,S08,0.019,1.209,0.010,120.90000000,51.94243253,1547,1551,2.38,2309.20,60.80,0.00,231.25
2,6,1087,S12,0.020,1.202,0.010,120.20000000,51.94243253,1540,1530,2.48,2311.68,60.94,0.00,236.46
2,3,1087,S16,0.020,1.190,0.012,99.16666667,44.94691449,1562,1562,2.47,2307.04,60.92,0.00,234.97
2,5,1087,S20,0.016,1.182,0.010,118.20000000,51.94243253,0,1552,2.44,2308.20,60.92,0.00,233.23
2,3,1087,S24,0.014,1.185,0.008,148.12500000,62.00271238,0,1534,2.45,2305.73,60.97,0.00,233.34
2,7,1087,M,0.019,1.178,0.010,117.80000000,51.94243253,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
2,7,1087,S04,0.020,1.150,0.009,127.77777780,56.47110389,1544,1544,2.33,2310.62,61.11,0.00,236.71
2,7,1087,S09,0.024,1.198,0.015,79.86666667,37.65403131,0,0,2.44,2309.44,61.07,0.00,231.20
2,7,980,S14,0.000,0.000,0.000,#DIV/0!,#DIV/0!,1559,1559,2.79,2308.28,61.16,0.00,267.44
