"","dd","p","mn","s","mn_s","mn_s_t","l_temp","s_temp","super_heat","tt","f_temp","cs","mcwf","mould_level","mcwd_temp","new_var","sczfr","m_factor"
"186",10,0.016,0.74,0.02,37,29.96988564,1508,1553,45,1553,1535,2.36,2360.59,63.06,7.03,29533381.5,223.34,94.63559322
"187",8,0.025,1.04,0.016,65,35.77449321,1506,1573,67,1573,1592,2.21,2355.22,62.57,7.39,33077519.62,210.65,95.31674208
"188",14,0.022,0.75,0.019,39.47368421,31.21470086,1508,1548,40,1548,1548,2.89,2356.28,63.03,7.41,25374445.04,265.76,91.95847751
"189",14,0.018,0.72,0.019,37.89473684,31.21470086,1508,1559,51,1559,1559,3.19,2355.02,63.03,7.8,24185095.67,267.31,83.79623824
"190",16,0.014,1.117,0.023,48.56521739,26.82423957,1506,1556,50,1556,1553,2.77,2349.37,62.86,7.52,26787906.89,263.1,94.98194946
"191",17,0.022,1.047,0.021,49.85714286,28.83191546,1506,NA,39,1545,1545,2.74,2344.34,63.01,7.32,26304521.52,259.92,94.86131387
"192",16,0.025,1.04,0.022,47.27272727,27.78715793,1506,1569,63,1569,1569,2.73,2352.06,62.97,7.63,27609565.85,259.74,95.14285714
"193",8,0.028,0.739,0.025,29.56,25.10710746,1508,NA,66,1574,1574,2.21,2384.5,62.4,6.6,29908751.13,211.13,95.53393665
"194",6,0.02,1.04,0.016,65,35.77449321,1506,1560,54,1560,1560,2.9,2397.04,62.91,7.19,24960625.49,275.08,94.85517241
"195",6,0.017,1.045,0.024,43.54166667,25.93359266,1506,1552,46,1552,1552,2.8,2390.92,63.01,7.37,26431620.6,266.26,95.09285714
"196",8,0.025,0.722,0.023,31.39130435,26.82423957,1508,NA,30,1538,1538,3.36,2397.07,63,8.1,24270333.75,300.29,89.37202381
"197",8,0.028,1.047,0.03,34.9,21.72572514,1506,1548,42,1548,1547,2.64,2393.55,62.88,7.2,27417027.27,252.64,95.6969697
"198",8,0.015,1.086,0.017,63.88235294,34.09448306,1506,NA,51,1557,1557,3.02,2394.73,62.81,7.25,24145539.24,288.36,95.48344371
"199",10,0.026,0.77,0.027,28.51851852,23.61991192,1508,1546,38,1546,1537,2.96,2401.5,62.99,6.57,22387496.96,281.08,94.95945946
"200",7,0.029,0.729,0.018,40.5,32.58285073,1508,1563,55,1563,1563,2.24,2400.48,62.7,6.64,29885976,211.23,94.29910714
"201",5,0.024,1.076,0.026,41.38461538,24.33786233,1506,1547,41,1547,1547,2.67,2398.16,62.84,7.3,27538421.57,254.37,95.26966292
"202",5,0.022,1.06,0.02,53,29.96988564,1506,1562,56,1562,1557,2.66,2399.54,63.08,7.09,26862218.84,252.99,95.10902256
"203",7,0.02,1.04,0.021,49.52380952,28.83191546,1506,NA,30,1536,1536,2.89,2399.91,62.98,7.05,24588697.27,273.66,94.69204152
"204",6,0.021,0.732,0.017,43.05882353,34.09448306,1508,NA,195,1703,1703,2.3,2398.31,62.53,6.87,30087320.32,218.27,94.9
"205",6,0.021,0.734,0.02,36.7,29.96988564,1508,1573,65,1573,1571,3.06,2392.94,63.09,7.91,25979821.14,290.87,95.05555556
"206",7,0.015,0.76,0.028,27.14285714,22.94811947,1508,1563,55,1563,1549,2.9,2394.09,62.96,7.28,25241964.08,276.08,95.2
"207",6,0.013,0.72,0.029,24.82758621,22.31802259,1508,1556,48,1556,1556,2.84,2397.55,62.86,6.71,23791462.71,272.17,95.83450704
"208",10,0.025,0.724,0.031,23.35483871,21.1678094,1508,1632,124,1632,1548,3.03,2392.51,62.95,7.4,24540993.66,287.95,95.0330033
"209",8,0.027,0.735,0.026,28.26923077,24.33786233,1508,1547,39,1547,1549,2.62,2389.02,63.08,7.26,27803815.97,248.07,94.68320611
"210",9,0.021,0.793,0.014,56.64285714,39.77262916,1508,NA,33,1541,1541,2.56,2390.27,62.78,6.8,26666449.69,245.13,95.75390625
"211",6,0.015,0.7,0.016,43.75,35.77449321,1508,1571,63,1571,1571,2.28,2396.44,62.59,6.88,30371723.79,217.92,95.57894737
"212",8,0.018,0.72,0.019,37.89473684,31.21470086,1508,1545,37,1545,1536,2.86,2396.91,62.99,7.11,25026757.49,272.16,95.16083916
"213",6,0.015,0.725,0.034,21.32352941,19.67192734,1508,1556,48,1556,1556,2.76,2395.98,62.91,7,25522395.65,262.46,95.0942029
"214",5,0.018,0.73,0.024,30.41666667,25.93359266,1508,1559,51,1559,1553,2.85,2392.61,63.04,6.93,24434844.44,271.5,95.26315789
"215",13,0.017,0.778,0.028,27.78571429,22.94811947,1508,1554,46,1554,1550,2.85,2392.84,62.97,6.84,24119827.2,271,95.0877193
"216",8,0.016,0.746,0.013,57.38461538,42.18126779,1508,1584,76,1584,1596,2.4,2400.41,62.53,6.97,29279000.98,228.26,95.10833333
"217",4,0.016,0.75,0.02,37.5,29.96988564,1508,NA,34,1542,1542,3.2,2399.88,63.09,7.04,22174891.2,301.81,94.315625
"218",8,0.016,1.04,0.025,41.6,25.10710746,1506,1561,55,1561,1561,2.84,2394.94,62.98,7.11,25182288.13,270.45,95.22887324
"219",2,0.022,1.05,0.015,70,37.65403131,1506,1546,40,1546,1546,2.76,2399.68,63.05,6.75,24648886.96,262.43,95.08333333
"220",11,0.021,1.02,0.018,56.66666667,32.58285073,1506,1576,70,1576,1589,2.32,2393.07,62.33,6.9,29892745.09,220.74,95.14655172
"221",7,0.017,1.042,0.022,47.36363636,27.78715793,1506,NA,63,1569,1569,2.29,2392.35,62.46,6.97,30582381.62,217.49,94.97379913
"222",5,0.035,1.044,0.021,49.71428571,28.83191546,1506,1552,46,1552,1561,2.61,2400.79,62.95,6.61,25536678.92,248.18,95.08812261
"223",2,0.021,1.035,0.02,51.75,29.96988564,1506,1564,58,1564,1552,2.86,2397.88,63.04,7.1,25001671.89,270.81,94.68881119
"224",8,0.024,0.76,0.012,63.33333333,44.94691449,1508,NA,47,1555,1555,2.78,2395.78,62.97,7.87,28485651.84,263.78,94.88489209
"225",8,0.025,1.04,0.023,45.2173913,26.82423957,1506,NA,48,1554,1554,3.15,2397.31,62.95,7.4,23653458.67,298.85,94.87301587
"226",6,0.028,1.08,0.017,63.52941176,34.09448306,1506,1555,49,1555,1555,3.17,2395.5,62.97,7.53,23899079.81,300,94.63722397
"227",10,0.027,1.011,0.013,77.76923077,42.18126779,1506,1574,68,1574,1573,2.34,2398.47,62.48,6.55,28197397.31,223.01,95.3034188
"228",5,0.022,1.05,0.024,43.75,25.93359266,1506,NA,43,1549,1549,3.2,2399.91,62.92,7.08,22301163.68,304.24,95.075
"229",6,0.024,0.795,0.02,39.75,29.96988564,1508,1552,44,1552,1552,3,2395.67,63.04,7.27,24383129.26,284.89,94.96333333
"230",7,0.026,1.054,0.023,45.82608696,26.82423957,1506,1555,49,1555,1553,2.92,2396.05,63.08,7.22,24882815.14,276.9,94.82876712
"231",7,0.017,1.04,0.029,35.86206897,22.31802259,1506,1544,38,1544,1544,2.95,2397.58,63.23,6.99,23860391.06,278.19,94.30169492
"232",3,0.017,1.066,0.027,39.48148148,23.61991192,1506,1692,186,1692,1541,2.8,2398.3,63.17,6.74,24246813,265.15,94.69642857
"233",8,0.024,0.74,0.022,33.63636364,27.78715793,1508,NA,41,1549,1549,2.8,2405.41,63.05,6.9,24895993.5,265.21,94.71785714
"234",9,0.014,0.73,0.019,38.42105263,31.21470086,1508,1559,51,1559,1563,2.89,2329.04,63.03,7.88,26671940.43,274.33,94.92387543
"235",7,0.018,0.74,0.011,67.27272727,48.15942887,1508,1548,40,1548,1548,2.82,2324.22,63.03,7.07,24473542.09,268.36,95.16312057
"236",3,0.017,0.847,0.025,33.88,25.10710746,1508,1558,50,1558,1558,2.75,2327.27,63.06,7.29,25911401.04,260.55,94.74545455
"237",5,0.021,0.742,0.03,24.73333333,21.72572514,1508,1701,193,1701,1543,2.83,2328.81,63.15,7.11,24573471.46,268.27,94.795053
"238",4,0.037,0.743,0.027,27.51851852,23.61991192,1508,1548,40,1548,1554,3.19,2326.27,63.19,7.44,22787236.66,302.46,94.81504702
"239",2,0.026,0.72,0.02,36,29.96988564,1508,1548,40,1548,1548,3.1,2326.22,63,7.69,24236210.83,293.63,94.71935484
"240",13,0.021,0.72,0.02,36,29.96988564,1508,1579,71,1579,1579,2.34,2329.09,62.4,7.18,30015400.87,223.28,95.41880342
"241",7,0.016,0.74,0.03,24.66666667,21.72572514,1508,1561,53,1561,1561,3.08,2329.57,62.89,7.48,23761614,293.35,95.24350649
"242",5,0.021,0.937,0.028,33.46428571,22.94811947,1508,1567,59,1567,1555,3.02,2331.21,62.96,7.38,23926551.38,286.69,94.93046358
"243",11,0.018,0.743,0.022,33.77272727,27.78715793,1508,NA,39,1547,1547,3.1,2322.18,62.92,7.52,23659268.75,295,95.16129032
"244",7,0.018,0.785,0.028,28.03571429,22.94811947,1508,1553,45,1553,1538,2.91,2325,62.88,6.9,23154123.71,277.67,95.41924399
"245",5,0.019,0.735,0.032,22.96875,20.64126415,1508,1547,39,1547,1547,2.82,2321.37,62.94,7.15,24720120.96,267.9,95
"246",15,0.03,0.721,0.024,30.04166667,25.93359266,1508,1568,60,1568,1558,3.2,2332.15,62.8,7.47,22865273.16,305.47,95.459375
"247",8,0.015,1.003,0.024,41.79166667,25.93359266,1506,1547,41,1547,1552,2.55,2328.11,62.95,7.09,27186846.89,242.87,95.24313725
"248",7,0.03,1.035,0.027,38.33333333,23.61991192,1506,NA,39,1545,1545,2.51,2330.49,63.09,7.05,27492354.14,237.38,94.57370518
"249",7,0.022,1.058,0.024,44.08333333,25.93359266,1506,1562,56,1562,1562,2.86,2330.81,62.93,7.12,24370818.97,270.97,94.74475524
"250",5,0.029,1.043,0.023,45.34782609,26.82423957,1506,1556,50,1556,1537,2.85,2329.37,62.86,7.07,24269583.43,272.3,95.54385965
"251",9,0.027,1.035,0.03,34.5,21.72572514,1506,1565,59,1565,1565,2.59,2330.85,62.97,6.84,25853536.22,246.5,95.17374517
"252",10,0.021,1.003,0.026,38.57692308,24.33786233,1506,NA,75,1581,1581,2.33,2326.95,62.67,7.06,29613185.15,222.59,95.53218884
"253",8,0.026,0.759,0.028,27.10714286,22.94811947,1508,NA,42,1550,1550,2.85,2328.83,63.18,7.53,25842658.8,269.25,94.47368421
"254",14,0.023,1.05,0.021,50,28.83191546,1506,1554,48,1554,1554,2.61,2325.8,62.91,7.07,26460653.33,248.28,95.12643678
"255",11,0.022,1.039,0.023,45.17391304,26.82423957,1506,1546,40,1546,1552,2.89,2328.79,62.91,7.2,24367684.98,275.05,95.17301038
"256",9,0.018,0.766,0.02,38.3,29.96988564,1508,1552,44,1552,1552,2.9,2322.89,63.03,7.42,24962256.54,274.92,94.8
"257",5,0.022,0.738,0.029,25.44827586,22.31802259,1508,1543,35,1543,1548,2.8,2324.98,62.93,7.13,24865661.1,266.02,95.00714286
"258",5,0.014,0.8,0.028,28.57142857,22.94811947,1508,NA,16,1524,1524,2.83,2321.35,63.08,7.18,24735911.87,267.97,94.68904594
"259",11,0.032,0.752,0.02,37.6,29.96988564,1508,1555,47,1555,1535,3.11,2330.99,62.94,7.31,23011593.24,295.63,95.05787781
"260",10,0.022,0.751,0.02,37.55,29.96988564,1508,1541,33,1541,1541,3.03,2326.18,62.9,7.82,25214869.94,289.28,95.47194719
"261",6,0.016,0.728,0.024,30.33333333,25.93359266,1508,1572,64,1572,1572,2.23,2327.3,62.72,7.24,31734770.58,211.7,94.93273543
"262",15,0.029,0.726,0.015,48.4,37.65403131,1508,1549,41,1549,1549,2.76,2331.06,62.86,7.53,26710907.09,262.79,95.21376812
"263",4,0.019,0.737,0.02,36.85,29.96988564,1508,1548,40,1548,1549,2.51,2328.8,63.1,7.43,28953200.32,237.58,94.65338645
"264",6,0.023,0.731,0.018,40.61111111,32.58285073,1508,1545,37,1545,1545,2.42,2328.97,63.07,7.03,28415358.77,228.85,94.5661157
"265",10,0.026,1.078,0.017,63.41176471,34.09448306,1506,NA,94,1600,1600,2.25,2327.32,62.58,7.42,32234933.55,214.79,95.46222222
"266",3,0.019,1.013,0.028,36.17857143,22.94811947,1506,1544,38,1544,1547,2.82,2324.73,62.96,7.75,26833319.68,268.07,95.06028369
"267",7,0.018,1.057,0.018,58.72222222,32.58285073,1506,1541,35,1541,1543,2.75,2328.17,62.88,7.49,26632571.59,262.33,95.39272727
"268",9,0.028,0.748,0.025,29.92,25.10710746,1508,1548,40,1548,1547,2.89,2328.63,63.01,7.64,25855044.79,274.71,95.05536332
"269",8,0.017,1.041,0.027,38.55555556,23.61991192,1506,1555,49,1555,1555,2.9,2328.99,63.15,7.98,26916699.6,274.69,94.72068966
"270",8,0.02,0.738,0.025,29.52,25.10710746,1508,NA,30,1538,1538,3.09,2286.7,63.05,8.31,25828609.51,292.36,94.61488673
"271",8,0.022,1.015,0.026,39.03846154,24.33786233,1506,NA,47,1553,1553,3.04,2289.79,62.83,8.07,25529652.06,289.77,95.31907895
"272",4,0.017,0.728,0.023,31.65217391,26.82423957,1508,1553,45,1553,1553,3.16,2288.02,63.04,8.55,26000885.51,293.71,92.94620253
"273",9,0.017,1.021,0.026,39.26923077,24.33786233,1506,1545,39,1545,1564,3.13,2287.11,63.04,8.6,26393103.26,292.78,93.5399361
"274",14,0.02,0.76,0.022,34.54545455,27.78715793,1508,1548,40,1548,1548,3.16,2284.55,62.97,8.38,25445260.06,292.69,92.62341772
"275",10,0.022,1.022,0.018,56.77777778,32.58285073,1506,1535,29,1535,1535,3.15,2289.49,63.06,8.1,24726492,295.34,93.75873016
"276",11,0.024,0.755,0.023,32.82608696,26.82423957,1508,1597,89,1597,1597,2.16,2290.81,62.48,7.59,33808537.58,205.48,95.12962963
"277",4,0.033,1.05,0.024,43.75,25.93359266,1506,1559,53,1559,1547,2.77,2285.75,62.79,8.36,28973737.91,264.1,95.34296029
"278",5,0.017,1.004,0.02,50.2,29.96988564,1506,1549,43,1549,1549,3.08,2285.25,62.86,8.46,26363475,290.03,94.16558442
"279",9,0.02,1.048,0.025,41.92,25.10710746,1506,1536,30,1536,1551,3.09,2282.63,63.12,8.06,25006987.3,291.91,94.46925566
"280",9,0.019,0.719,0.022,32.68181818,27.78715793,1508,1556,48,1556,1556,3.09,2289.41,62.99,7.58,23587591.18,291.28,94.26537217
"281",8,0.028,0.71,0.023,30.86956522,26.82423957,1508,NA,32,1540,1540,3.29,2286.09,62.95,8.25,24076905.32,292.91,89.03039514
"282",7,0.022,1.047,0.02,52.35,29.96988564,1506,1553,47,1553,1552,3.18,2286.54,62.91,8.62,26032042.19,293.5,92.29559748
"283",5,0.028,0.745,0.024,31.04166667,25.93359266,1508,1542,34,1542,1542,3.16,2284.35,62.67,8.42,25564478.92,292.53,92.57278481
"284",8,0.039,1.04,0.026,40,24.33786233,1506,1572,66,1572,1571,2.3,2285.7,62.65,7.48,31220674.43,217.74,94.66956522
"285",8,0.021,0.743,0.024,30.95833333,25.93359266,1508,1549,41,1549,1549,2.41,2288.51,63.07,7.91,31547252.79,228.97,95.00829876
"286",9,0.022,0.754,0.026,29,24.33786233,1508,1541,33,1541,1541,2.34,2290.49,63.08,7.52,30915741.95,222.22,94.96581197
"287",7,0.014,0.744,0.024,31,25.93359266,1508,1554,46,1554,1554,2.72,2290.36,63.13,7.51,26559755.56,257.17,94.54779412
"288",9,0.02,0.8,0.022,36.36363636,27.78715793,1508,1567,59,1567,1554,2.68,2292.14,62.94,7.52,27013040.96,254.83,95.0858209
"289",3,0.015,1.017,0.02,50.85,29.96988564,1510,NA,47,1557,1557,2.88,2289.05,62.9,7.55,25203394.27,274.94,95.46527778
"290",8,0.028,0.752,0.032,23.5,20.64126415,1508,1553,45,1553,1557,3.19,2285.14,63.02,8.63,25964634.62,291.57,91.40125392
"291",8,0.023,0.717,0.027,26.55555556,23.61991192,1508,1552,44,1552,1550,2.38,2285.25,63.09,7.24,29197429.41,225.84,94.8907563
"292",16,0.022,0.73,0.023,31.73913043,26.82423957,1508,1565,57,1565,1565,3.15,2288.99,62.87,8.32,25392529.07,289.02,91.75238095
"293",10,0.023,0.733,0.026,28.19230769,24.33786233,1508,1554,46,1554,1552,2.57,2285.59,63.07,7.82,29209306.6,243.71,94.82879377
"294",4,0.022,0.726,0.018,40.33333333,32.58285073,1508,1561,53,1561,1564,2.41,2307.54,57.87,7.23,29075004,229.09,95.05809129
"295",6,0.014,0.762,0.026,29.30769231,24.33786233,1508,1558,50,1558,1560,2.97,2308.62,56.98,7.1,23179477.58,282.66,95.17171717
"296",8,0.02,0.8,0.028,28.57142857,22.94811947,1508,1539,31,1539,1534,3.23,2310.89,57.07,7.18,21574984.16,299.46,92.7120743
"297",10,0.014,0.737,0.027,27.2962963,23.61991192,1508,1543,35,1543,1543,2.86,2315.15,56.96,7.13,24241077.59,271.69,94.9965035
"298",6,0.021,0.756,0.02,37.8,29.96988564,1508,1554,46,1554,1554,2.78,2313.91,56.95,7.55,26393556.15,264.76,95.23741007
"299",8,0.024,0.752,0.026,28.92307692,24.33786233,1508,NA,191,1699,1699,3.19,2313.83,56.95,7.69,23426984.75,302.85,94.93730408
"300",10,0.021,0.808,0.015,53.86666667,37.65403131,1508,NA,47,1555,1555,3.09,2309.35,56.99,7.33,23008300.68,293.78,95.07443366
"301",5,0.02,0.73,0.012,60.83333333,44.94691449,1508,NA,67,1575,1575,2.27,2311.26,56.46,7.27,31088992.44,216.81,95.51101322
"302",4,0.028,0.738,0.014,52.71428571,39.77262916,1508,1561,53,1561,1569,3.06,2318.96,56.97,7.83,24921999.53,290.73,95.00980392
"303",8,0.03,0.74,0.02,37,29.96988564,1508,1554,46,1554,1542,3.01,2309.47,56.85,7.83,25232302.47,286.62,95.22259136
"304",11,0.022,0.75,0.022,34.09090909,27.78715793,1508,1562,54,1562,1553,3.01,2310.24,57.1,7.56,24370345.67,285.63,94.89368771
"305",12,0.021,0.717,0.018,39.83333333,32.58285073,1508,1550,42,1550,1550,3.1,2307.3,57.23,7.58,23695226.71,292.2,94.25806452
"306",10,0.016,0.773,0.014,55.21428571,39.77262916,1508,1539,31,1539,1539,3.16,2309.16,57.11,7.67,23540278.56,299.89,94.90189873
"307",6,0.024,0.762,0.021,36.28571429,28.83191546,1508,1540,32,1540,1540,2.52,2308.96,56.95,7.07,27207245.33,239.19,94.91666667
"308",9,0.021,0.75,0.014,53.57142857,39.77262916,1508,1542,34,1542,1542,3.2,2310.27,57.09,7.96,24136545.83,301.12,94.1
"309",7,0.025,0.78,0.02,39,29.96988564,1508,1571,63,1571,1571,2.27,2308.59,56.72,7.36,31437504,215.69,95.01762115
"310",8,0.024,0.74,0.018,41.11111111,32.58285073,1508,NA,35,1543,1543,2.73,2314.01,56.95,6.51,23175700.15,264.86,97.01831502
"311",14,0.016,0.732,0.023,31.82608696,26.82423957,1508,1564,56,1564,1551,3.07,2312.27,59.04,8.1,25623265.6,292.2,95.17915309
"312",6,0.019,0.726,0.021,34.57142857,28.83191546,1508,1550,42,1550,1551,3.02,2312.2,58.85,7.37,23699284.37,287.13,95.07615894
"313",8,0.022,0.785,0.021,37.38095238,28.83191546,1508,1558,50,1558,1556,3.06,2303.37,59.07,7.94,25102216.59,290.88,95.05882353
"314",9,0.015,0.77,0.013,59.23076923,42.18126779,1508,1580,72,1580,1586,2.36,2305,58.61,7.63,31299165.25,225.83,95.69067797
"315",6,0.012,0.76,0.021,36.19047619,28.83191546,1508,1559,51,1559,1543,3.18,2307.63,58.91,8.17,24900633.91,303.07,95.30503145
"316",11,0.021,0.753,0.025,30.12,25.10710746,1508,1546,38,1546,1546,2.88,2309.44,58.9,7.59,25562614,273.38,94.92361111
"317",15,0.024,0.764,0.025,30.56,25.10710746,1508,1555,47,1555,1555,2.92,2308.95,58.85,7.64,25373146.44,278.12,95.24657534
"318",12,0.027,0.732,0.025,29.28,25.10710746,1508,1545,37,1545,1531,2.53,2306.97,58.62,7.11,27229540.77,241.78,95.56521739
"319",8,0.017,0.73,0.028,26.07142857,22.94811947,1508,1566,58,1566,1554,2.85,2305.81,59.12,7.86,26708561.31,270.15,94.78947368
"320",9,0.028,0.78,0.02,39,29.96988564,1508,1552,44,1552,1552,3.14,2309.02,59.12,8.17,25233029.39,295.64,94.15286624
"321",10,0.023,0.751,0.018,41.72222222,32.58285073,1508,1699,191,1699,1548,2.76,2316.56,58.85,7.58,26721016,263.41,95.4384058
"322",9,0.025,0.732,0.028,26.14285714,22.94811947,1508,1555,47,1555,1552,2.81,2316.57,59.27,7.48,25899417.48,264.03,93.96085409
"323",8,0.018,0.705,0.027,26.11111111,23.61991192,1508,1551,43,1551,1551,3.09,2311.25,59.27,7.75,24346662.62,290.73,94.08737864
"324",8,0.028,0.744,0.02,37.2,29.96988564,1508,1557,49,1557,1557,2.78,2314.79,58.96,7.4,25879019.14,264.14,95.01438849
"325",7,0.01,0.767,0.017,45.11764706,34.09448306,1508,1572,64,1572,1583,2.28,2310.73,58.53,7.03,29923953.5,219.26,96.16666667
"326",8,0.02,0.73,0.027,27.03703704,23.61991192,1508,1569,61,1569,1569,2.72,2311.36,59.11,7.52,26838968.47,257.25,94.57720588
"327",6,0.023,0.765,0.028,27.32142857,22.94811947,1508,1554,46,1554,1554,2.85,2311.27,59.04,7.55,25715919.89,270.99,95.08421053
"328",12,0.023,0.737,0.028,26.32142857,22.94811947,1508,1550,42,1550,1550,2.82,2312.4,59,7.75,26691000,268.31,95.14539007
"329",11,0.025,0.725,0.018,40.27777778,32.58285073,1508,1551,43,1551,1549,3.22,2313.08,59.08,8.3,25041605.22,302.96,94.08695652
"330",12,0.015,0.745,0.028,26.60714286,22.94811947,1508,1549,41,1549,1549,3.12,2308.44,59.17,8.02,24922273.38,296.14,94.91666667
"331",9,0.027,0.74,0.024,30.83333333,25.93359266,1508,1571,63,1571,1574,2.22,2314.32,58.87,7.42,32488048.86,211.58,95.30630631
"332",14,0.029,0.73,0.025,29.2,25.10710746,1508,1549,41,1549,1565,3.02,2303.88,58.88,7.98,25568490.75,287.11,95.06953642
"333",9,0.02,0.723,0.028,25.82142857,22.94811947,1508,1563,55,1563,1565,2.46,2316.19,58.45,5.03,19890987.78,227.7,92.56097561
"334",13,0.024,0.74,0.027,27.40740741,23.61991192,1508,NA,44,1552,1552,2.38,2311.48,58.82,7.23,29491765.41,227.02,95.38655462
"335",11,0.023,1.051,0.026,40.42307692,24.33786233,1506,NA,187,1693,1693,2.4,2308.51,59.09,7.02,28360045.35,227.7,94.875
"336",9,0.029,1.039,0.027,38.48148148,23.61991192,1506,1542,36,1542,1554,2.89,2312.02,58.97,7.53,25301018.87,275.16,95.21107266
"337",9,0.022,1.01,0.027,37.40740741,23.61991192,1506,1546,40,1546,1546,3.33,2309.28,59.07,7.62,22194053.19,303.27,91.07207207
"338",11,0.028,1.031,0.023,44.82608696,26.82423957,1506,1552,46,1552,1552,3.26,2310.54,58.97,7.69,22891356.11,300.44,92.1595092
"339",10,0.021,1.038,0.023,45.13043478,26.82423957,1506,1545,39,1545,1545,3.2,2308.28,58.81,7.88,23873385.9,299.57,93.615625
"340",8,0.029,0.765,0.025,30.6,25.10710746,1508,1548,40,1548,1529,3.04,2313.77,58.87,7.32,23399521.34,289.51,95.23355263
"341",9,0.022,1.037,0.027,38.40740741,23.61991192,1506,1548,42,1548,1548,2.6,2310.04,58.97,7.47,27875074.98,246.67,94.87307692
"342",11,0.025,1.055,0.027,39.07407407,23.61991192,1506,1566,60,1566,1557,3.22,2312.6,59.08,7.63,23015397.39,296.05,91.94099379
"343",12,0.027,1,0.018,55.55555556,32.58285073,1506,1555,49,1555,1555,2.63,2311.68,58.81,7.12,26284592.67,250.78,95.35361217
"344",11,0.012,0.729,0.02,36.45,29.96988564,1508,1583,75,1583,1583,2.21,2310.85,58.74,7.36,32322622.26,210.49,95.24434389
"345",5,0.025,1.017,0.022,46.22727273,27.78715793,1506,1569,63,1569,1569,2.66,2311.41,59.07,7.39,26970505.11,251.76,94.64661654
"346",11,0.024,1.025,0.018,56.94444444,32.58285073,1506,1545,39,1545,1527,3.19,2313.51,59.24,7.14,21748444.48,299.94,94.02507837
"347",8,0.017,1.11,0.015,74,37.65403131,1506,NA,27,1533,1533,3.07,2312.79,58.82,6.93,21927057.24,292.94,95.42019544
"348",10,0.019,0.739,0.026,28.42307692,24.33786233,1508,1573,65,1573,1568,2.69,2310.35,59.01,7.15,25791751.12,255.47,94.97026022
"349",12,0.023,0.725,0.017,42.64705882,34.09448306,1508,NA,59,1567,1567,2.3,2311.35,58.61,6.98,29460668.09,217.56,94.59130435
"350",5,0.015,1.09,0.021,51.9047619,28.83191546,1506,1543,37,1543,1544,3.17,2312.57,58.85,7.58,23224914.36,297.62,93.88643533
"351",6,0.019,0.792,0.03,26.4,21.72572514,1508,1553,45,1553,1544,2.74,2310.26,59.18,7.22,25568001.55,259.62,94.75182482
"352",9,0.017,0.8,0.021,38.0952381,28.83191546,1508,1556,48,1556,1556,2.9,2310.86,58.9,7.8,26104749.52,274.79,94.75517241
"353",12,0.021,0.73,0.02,36.5,29.96988564,1508,1541,33,1541,1543,2.96,2311.05,58.9,7.57,24823487.74,281.83,95.21283784
"354",8,0.02,1.006,0.019,52.94736842,31.21470086,1510,1566,56,1566,1569,2.32,2311.66,58.62,6.49,27160012.19,221.95,95.66810345
"355",9,0.02,0.73,0.03,24.33333333,21.72572514,1508,1537,29,1537,1552,2.93,2310.64,58.99,7.23,23947062.88,278.53,95.06143345
"356",8,0.031,0.73,0.036,20.27777778,18.79974161,1508,1548,40,1548,1549,3.15,2305.47,58.9,7.32,22501387.2,294.57,93.51428571
"357",6,0.021,0.72,0.025,28.8,25.10710746,1508,1540,32,1540,1541,3.18,2311.44,59.1,7.35,22438412.83,295.51,92.92767296
"358",8,0.024,0.722,0.024,30.08333333,25.93359266,1508,NA,44,1552,1552,3.21,2307.38,59.13,7.34,22159473.72,293.63,91.47352025
"359",10,0.027,0.742,0.025,29.68,25.10710746,1508,1547,39,1547,1547,3.11,2312.73,58.82,7.16,22362834.91,295.78,95.10610932
"360",7,0.018,0.739,0.015,49.26666667,37.65403131,1508,1553,45,1553,1558,3.25,2311.99,58.78,7.41,22139616.24,293.55,90.32307692
"361",12,0.014,1.023,0.016,63.9375,35.77449321,1510,1568,58,1568,1568,2.25,2311.76,58.61,6.42,27704131.84,214.93,95.52444444
"362",14,0.019,0.76,0.025,30.4,25.10710746,1508,NA,43,1551,1551,2.79,2307.85,58.96,7.29,25326792.58,265.04,94.99641577
"363",15,0.026,0.72,0.026,27.69230769,24.33786233,1508,1543,35,1543,1542,2.91,2311.83,59.1,6.9,23022966.8,275.85,94.79381443
